DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Interaction_Explanation,DrugA_ID,DrugA_SMILES,DrugA_Formula,DrugB_ID,DrugB_SMILES,DrugB_Formula
DDInter45,alimemazine,DDInter1093,lorcaserin,Moderate,"Moderate: When alimemazine is taken together with lorcaserin, the amount of lorcaserin in the blood may increase. This may lead to increased side effects. The mechanism of this interaction is not clear.",DB01246,CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12,C18H22N2S,DB04871,C[C@H]1CNCCC2=CC=C(Cl)C=C12,C11H14ClN
DDInter351,chloramphenicol,DDInter998,ivermectin,Moderate,"Moderate: When chloramphenicol and ivermectin are taken together, they can interact in a moderate way. This means that the drugs may affect each other’s normal actions. However, this interaction has not been shown to cause any problems in most people.",DB00446,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,C11H12Cl2N2O5,DB00602,[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@]([H])(O5)C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O.[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@]([H])(O5)[C@@H](C)CC)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,C95H146O28
DDInter226,botulinum toxin type b,DDInter453,cyclizine,Moderate,"Moderate: When botulinum toxin type B is used together with cyclizine, there may be a moderate increase in the side effect of dry mouth. This interaction has been observed but has not been well studied.",,,,DB01176,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,C18H22N2
DDInter940,insulin lispro,DDInter701,etonogestrel,Moderate,"Moderate: When insulin lispro is taken together with etonogestrel, there may be a moderate increase in the risk of hypoglycemia (low blood sugar). This means that the body has low levels of glucose. The exact reason for this interaction is unknown.",,,,DB00294,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C22H28O2
DDInter1335,omacetaxine mepesuccinate,DDInter1379,palbociclib,Moderate,"Moderate: When omacetaxine mepesuccinate is taken together with palbociclib, there may be an increase in side effects such as diarrhea, nausea, vomiting, and fatigue.",DB04865,[H][C@@]1(OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)OC)C(OC)=C[C@]23CCCN2CCC2=CC4=C(OCO4)C=C2[C@]13[H],C29H39NO9,DB09073,CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O,C24H29N7O2
DDInter1937,vincristine,DDInter1281,neratinib,Moderate,"Moderate: When neratinib is taken along with vincristine, there is an increased chance of side effects. This interaction is moderate. The body may have difficulty controlling the levels of certain substances.",DB00541,[H][C@@]12N3CC[C@@]11C4=C(C=C(OC)C(=C4)[C@]4(C[C@H]5C[N@](C[C@](O)(CC)C5)CCC5=C4NC4=CC=CC=C54)C(=O)OC)N(C=O)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC,C46H56N4O10,DB11828,CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C(C=NC2=C1)C#N,C30H29ClN6O3
DDInter571,diphenoxylate,DDInter243,bromocriptine,Moderate,"Moderate: When diphenoxylate is taken together with bromocriptine, there is an increased chance of having side effects such as drowsiness, dizziness, and constipation. The exact reason for this interaction is unknown.",DB01081,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,C30H32N2O2,DB01200,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,C32H40BrN5O5
DDInter1581,repaglinide,DDInter715,felbamate,Moderate,"Moderate: When felbamate is taken along with repaglinide, there is an increased risk of hypoglycemia (low blood sugar). This is because felbamate can increase the effects of repaglinide. It is important to monitor blood sugar levels closely when taking these drugs together.",DB00912,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,C27H36N2O4,DB00949,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,C11H14N2O4
DDInter1070,linagliptin,DDInter817,gilteritinib,Moderate,"Moderate: When linagliptin and gilteritinib are taken together, there may be a moderate increase in low blood pressure. This is because linagliptin can increase levels of a substance called bradykinin, which causes blood vessels to relax. Gilteritinib can also cause blood vessels to relax. Taking these drugs together may cause too much relaxation of blood vessels, leading to low blood pressure.",DB08882,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,C25H28N8O2,DB12141,CCC1=C(NC2CCOCC2)N=C(NC2=CC=C(N3CCC(CC3)N3CCN(C)CC3)C(OC)=C2)C(=N1)C(N)=O,C29H44N8O3
DDInter8,abiraterone,DDInter832,glycerin,Moderate,"Moderate: When abiraterone is taken together with glycerin, there may be a moderate increase in side effects such as diarrhea, vomiting, nausea, and stomach pain. The exact mechanism of this interaction is unknown.",DB05812,[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,C24H31NO,DB09462,OCC(O)CO,C3H8O3
DDInter1916,vancomycin,DDInter1713,streptomycin,Moderate,"Moderate: When vancomycin and streptomycin are given together, they may reduce each other’s effectiveness. This interaction is moderate. It is not clear how this interaction happens.",DB00512,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,C66H75Cl2N9O24,DB01082,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,C21H39N7O12
DDInter656,eplerenone,DDInter636,empagliflozin,Moderate,"Moderate: When eplerenone is taken together with empagliflozin, there is an increased risk of kidney injury. This interaction is moderate in severity. The exact mechanism for this interaction is not clear.",DB00700,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC,C24H30O6,DB09038,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(Cl)C(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C1,C23H27ClO7
DDInter935,"insulin human (inhalation, rapid acting)",DDInter462,dabrafenib,Moderate,"Moderate: When insulin human (rapid acting) is used together with dabrafenib, there may be a moderate increase in blood sugar levels. This is because dabrafenib can block the effects of insulin human (rapid acting), which increases blood sugar levels.",,,,DB08912,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,C23H20F3N5O2S2
DDInter692,ethinylestradiol,DDInter1950,voxilaprevir,Moderate,"Moderate: When taking ethinylestradiol together with voxilaprevir, there may be an increase in side effects. This interaction has been observed but has not been studied in detail. It is possible that voxilaprevir increases the levels of ethinylestradiol in the body. However, this is not certain.",DB00977,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,C20H24O2,DB12026,CC[C@@H]1[C@@H]2CN([C@@H]1C(=O)N[C@@]1(C[C@H]1C(F)F)C(=O)NS(=O)(=O)C1(C)CC1)C(=O)[C@@H](NC(=O)O[C@@H]1C[C@H]1CCCCC(F)(F)C1=C(O2)N=C2C=C(OC)C=CC2=N1)C(C)(C)C,C40H52F4N6O9S
DDInter1233,mitotane,DDInter1640,saquinavir,Moderate,"Moderate: When saquinavir is taken together with mitotane, there is a moderate increase in the level of saquinavir in the bloodstream. This may lead to an increased risk of side effects.",DB00648,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,C14H10Cl4,DB01232,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C,C38H50N6O5
DDInter593,doxepin,DDInter864,histrelin,Moderate,"Moderate: When doxepin is taken with histrelin, there may be an increase in the side effects of doxepin. This interaction has been observed but not well studied. It is not clear whether this interaction is caused by the way histrelin affects the body or by the way histrelin is broken down in the body.",DB01142,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,C19H21NO,DB06788,CC(O)=O.CC(O)=O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1,C70H94N18O16
DDInter1934,vilanterol,DDInter1909,valbenazine,Moderate,"Moderate: When vilanterol is taken together with valbenazine, there is a moderate increase in the side effect of dry mouth. This may be due to an increase in saliva production by the brain. The exact mechanism is unknown.",DB09082,OCC1=C(O)C=CC(=C1)[C@@H](O)CNCCCCCCOCCOCC1=C(Cl)C=CC=C1Cl,C24H33Cl2NO5,DB11915,COC1=C(OC)C=C2[C@H]3C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN3CCC2=C1,C24H38N2O4
DDInter251,buprenorphine,DDInter849,guselkumab,Moderate,"Moderate: When buprenorphine is taken together with guselkumab, there may be a moderate increase in side effects such as nausea, headache, fatigue, diarrhea, fever, chills, vomiting, and cough. The exact cause of this interaction is unknown.",DB00921,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,C29H41NO4,,,
DDInter1443,phenolphthalein,DDInter1756,telavancin,Moderate,"Moderate: When phenolphthalein is taken together with telavancin, there may be a moderate increase in the effect of telavancin. This means that telavancin may have more of an effect on your body than usual.",DB04824,OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1,C20H14O4,DB06402,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=C(Cl)C=C(C=C2)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC(=C(O)C=C4)C4=C(O)C(CNCP(O)(O)=O)=C(O)C=C4[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O,C80H106Cl2N11O27P
DDInter1840,trabectedin,DDInter282,candida albicans,Moderate,"Moderate: When taking trabectedin together with Candida albicans, there is a moderate risk of increased side effects. The exact mechanism for this interaction is unknown.",DB05109,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@H]2N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31,C39H43N3O11S,,,
DDInter1735,tacrolimus,DDInter46,aliskiren,Moderate,"Moderate: When tacrolimus is taken together with aliskiren, there may be a moderate increase in blood pressure. This is because aliskiren blocks the action of a protein called angiotensin converting enzyme (ACE), which normally helps to lower blood pressure. Tacrolimus can block the action of another protein called the renin receptor, which also normally helps to lower blood pressure. When both proteins are blocked by their respective drugs, this can lead to an increase in blood pressure.",DB00864,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,C44H69NO12,DB09026,COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1,C30H53N3O6
DDInter367,cholecalciferol,DDInter1115,magnesium citrate,Moderate,"Moderate: When cholecalciferol is taken together with magnesium citrate, the levels of cholecalciferol in the blood may be reduced. This interaction is moderate. It is not clear how this interaction happens.",DB00169,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,C27H44O,DB11110,[Mg++].[Mg++].[Mg++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,C12H10Mg3O14
DDInter837,golimumab,DDInter182,benzhydrocodone,Moderate,"Moderate: When benzhydrocodone is taken along with golimumab, there may be an increased risk of side effects such as nausea, vomiting, diarrhea, abdominal pain, fever, chills, headache, dizziness, drowsiness, weakness, and constipation. These effects are more likely to occur when benzhydrocodone is taken within 1 hour before or after taking golimumab. It is important to take golimumab on an empty stomach and to avoid eating for at least 1 hour after taking golimumab.",,,,DB15465,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC=C2OC(=O)C1=CC=CC=C1,C25H25NO4
DDInter127,asparaginase escherichia coli,DDInter735,filgrastim,Moderate,"Moderate: When asparaginase is given together with filgrastim, filgrastim may not work well. This is because filgrastim works by stimulating cells to make a protein called granulocyte colony-stimulating factor. Asparaginase can block this protein from working.",,,,,,
DDInter109,apomorphine,DDInter107,apalutamide,Moderate,"Moderate: When apomorphine is taken together with apalutamide, there may be a moderate increase in side effects. This interaction has been observed but has not been studied in detail.",DB00714,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,C17H17NO2,DB11901,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F,C21H15F4N5O2S
DDInter597,doxorubicin (liposomal),DDInter1147,meningococcal polysaccharide vaccine group c,Moderate,"Moderate: When doxorubicin (liposomal) is given together with meningococcal polysaccharide vaccine group C, the vaccine may not work as well as it should. The exact reason for this is not clear.",,,,,,
DDInter1357,oxandrolone,DDInter1515,prednisone,Moderate,"Moderate: When oxandrolone and prednisone are taken together, there may be a moderate increase in the side effects of oxandrolone. The exact mechanism for this interaction is unknown.",DB00621,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)OC[C@]12C,C19H30O3,DB00635,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C21H26O5
DDInter222,bortezomib,DDInter831,glyburide,Moderate,"Moderate: When bortezomib is taken together with glyburide, there is a moderate increase in the risk of hypoglycemia (low blood sugar). This may be due to an increase in the effects of glyburide. The exact mechanism is not clear.",DB00188,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,C19H25BN4O4,DB01016,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,C23H28ClN3O5S
DDInter825,glimepiride,DDInter1831,tolmetin,Moderate,"Moderate: When glimepiride and tolmetin are taken together, there may be an increased risk of side effects such as edema (swelling) and weight gain. The exact mechanism for this interaction is unknown.",DB00222,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,C24H34N4O5S,DB00500,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,C15H15NO3
DDInter722,fentanyl,DDInter1400,pazopanib,Moderate,"Moderate: When fentanyl is taken together with pazopanib, there is an increased risk of side effects such as drowsiness, dizziness, confusion, and problems with walking. These effects may be caused by pazopanib increasing the level of fentanyl in the body.",DB00813,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,C22H28N2O,DB06589,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,C21H23N7O2S
DDInter108,apixaban,DDInter1658,selpercatinib,Moderate,"Moderate: When apixaban is taken together with selpercatinib, there may be an increased risk of bleeding. This interaction is moderate because the risk of bleeding is only slightly higher than normal. The reason for this interaction is that both drugs can affect blood clotting.",DB06605,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,C25H25N5O4,DB15685,COC1=NC=C(CN2C3CC2CN(C3)C2=CC=C(C=N2)C2=CC(OCC(C)(C)O)=CN3N=CC(C#N)=C23)C=C1,C29H31N7O3
DDInter1725,sulfasalazine,DDInter340,ceritinib,Moderate,"Moderate: When sulfasalazine is taken together with ceritinib, there is a moderate drug interaction. This means that the combination of these drugs may change how well each works. Specifically, ceritinib may increase the side effects of sulfasalazine.",DB00795,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,C18H14N4O5S,DB09063,CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1,C28H36ClN5O3S
DDInter743,fluconazole,DDInter1276,nelfinavir,Moderate,"Moderate: When fluconazole is taken together with nelfinavir, the amount of fluconazole in the blood increases. This may increase side effects such as headache, dizziness, diarrhea, and changes in heart rate.",DB00196,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,C13H12F2N6O,DB00220,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,C32H45N3O4S
DDInter1326,olanzapine,DDInter1319,obeticholic acid,Moderate,Moderate: Olanzapine is used to treat schizophrenia and bipolar disorder. Obeticholic acid is used to treat primary biliary cholangitis. Taking these drugs together may increase the risk of liver problems.,DB00334,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,C17H20N4S,DB05990,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)[C@H](CC)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,C26H44O4
DDInter1951,warfarin,DDInter1296,nintedanib,Moderate,"Moderate: When warfarin is taken together with nintedanib, the dose of warfarin should be adjusted because there is a moderate interaction between these drugs. This means that taking both drugs together can change how well warfarin works to prevent blood clots.",DB00682,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,C19H16O4,DB09079,COC(=O)C1=CC=C2C(NC(=O)\C2=C(/NC2=CC=C(C=C2)N(C)C(=O)CN2CCN(C)CC2)C2=CC=CC=C2)=C1,C31H33N5O4
DDInter905,idelalisib,DDInter1657,selinexor,Moderate,"Moderate: When idelalisib and selinexor are taken together, they can interact in a moderate way. This means that the drugs may affect each other’s normal functions. However, this interaction has not been studied in detail. Therefore, we do not know how much this interaction affects the normal function of these drugs.",DB09054,[H][C@@](CC)(NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1,C22H18FN7O,DB11942,FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=NC=CN=C2)C=N1)C(F)(F)F,C17H11F6N7O
DDInter1881,troglitazone,DDInter76,amiodarone,Moderate,Moderate: Troglitazone can increase levels of amiodarone in your body when taken together. This may lead to increased side effects. The exact mechanism is unknown.,DB00197,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,C24H27NO5S,DB01118,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,C25H29I2NO3
DDInter1005,kaolin,DDInter348,chenodeoxycholic acid,Moderate,"Moderate: When kaolin is taken together with chenodeoxycholic acid, the two drugs may interact in such a way that the amount of chenodeoxycholic acid in your body increases. This may cause side effects.",DB01575,O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-],Al2H4O9Si2,DB06777,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,C24H40O4
DDInter222,bortezomib,DDInter1377,paclitaxel,Moderate,"Moderate: When bortezomib is given together with paclitaxel, the drugs may interact in a moderate way. This means that the drugs may affect each other, but this does not necessarily lead to problems. However, when bortezomib is given together with paclitaxel, the risk of side effects like nausea and vomiting may increase.",DB00188,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,C19H25BN4O4,DB01229,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,C47H51NO14
DDInter236,brimonidine (topical),DDInter1821,tizanidine,Moderate,"Moderate: When tizanidine and brimonidine are used together, they may increase each other’s side effects on the heart. This has been observed in studies but not confirmed by the FDA.",,,,DB00697,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,C9H8ClN5S
DDInter760,fluphenazine,DDInter154,azelastine (nasal),Moderate,"Moderate: When fluphenazine is taken along with azelastine nasal spray, there may be a moderate increase in drowsiness. This interaction is likely to occur because both drugs have antihistamine properties.",DB00623,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,C22H26F3N3OS,,,
DDInter1731,sunitinib,DDInter1760,telotristat ethyl,Moderate,"Moderate: When sunitinib is taken together with telotristat ethyl, there may be an increase in side effects such as nausea, vomiting, diarrhea, and loss of appetite. This interaction has been observed but has not been well studied. It is not clear whether this interaction is due to the way these drugs are broken down in the body (metabolized) or other reasons.",DB01268,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,C22H27FN4O2,DB12095,CCOC(=O)[C@@H](N)CC1=CC=C(C=C1)C1=NC(N)=NC(O[C@H](C2=CC=C(Cl)C=C2N2C=CC(C)=N2)C(F)(F)F)=C1,C27H26ClF3N6O3
DDInter1109,lyme disease vaccine (recombinant ospa),DDInter1936,vinblastine,Moderate,Moderate: The Lyme disease vaccine may decrease the effect of vinblastine. This means that vinblastine may not work as well when given together with the Lyme disease vaccine.,,,,DB00570,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,C46H58N4O9
DDInter1744,tamoxifen,DDInter1880,triptorelin,Moderate,"Moderate: Tamoxifen is used to treat breast cancer. It works by blocking the effects of estrogen on breast cells. Triptorelin is used to treat prostate cancer. It works by stopping the production of testosterone. Taking tamoxifen together with triptorelin may increase the risk of side effects such as hot flushes, vaginal bleeding, and joint pain.",DB00675,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,C26H29NO,DB06825,CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,C64H82N18O13
DDInter1269,nateglinide,DDInter1139,mefenamic acid,Moderate,"Moderate: When nateglinide is taken with mefenamic acid, there is an increased risk of side effects such as gastrointestinal bleeding. The exact mechanism for this interaction is unknown.",DB00731,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,C19H27NO3,DB00784,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,C15H15NO2
DDInter1214,midostaurin,DDInter1862,trichophyton mentagrophytes,Moderate,Moderate: Midostaurin can reduce the effectiveness of antifungal medicines used to treat fungal skin infections. This interaction may be moderate.,DB06595,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,C35H30N4O4,,,
DDInter1527,prochlorperazine,DDInter149,azatadine,Moderate,"Moderate: When prochlorperazine is taken together with azatadine, there may be increased side effects such as drowsiness, dizziness, and confusion. This interaction has been observed but not well studied.",DB00433,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,C20H24ClN3S,DB00719,CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2,C20H22N2
DDInter769,fluvastatin,DDInter578,docetaxel,Moderate,"Moderate: When fluvastatin is taken together with docetaxel, there is a moderate increase in the risk of experiencing severe muscle problems. This means that you should be careful when taking these drugs together.",DB01095,CC(C)N1C(\C=C\C(O)CC(O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1,C24H26FNO4,DB01248,[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1,C43H53NO14
DDInter564,dimethyl fumarate,DDInter100,anthrax vaccine,Moderate,Moderate: Dimethyl fumarate may increase the risk of liver problems when used together with anthrax vaccine. This is a moderate drug–drug interaction. The exact reason for this interaction is unknown.,DB08908,[H]\C(=C(\[H])C(=O)OC)C(=O)OC,C6H8O4,,,
