DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Interaction_Explanation
DDInter1143,Meloxicam,DDInter1665,Sibutramine,Moderate,"Moderate: When meloxicam is taken together with sibutramine, there may be an increased risk of cardiovascular events such as heart attack or stroke. The exact mechanism for this interaction is unknown."
DDInter1664,Sevoflurane,DDInter706,Exenatide,Moderate,"Moderate: Sevoflurane is an anesthetic used during surgery. Exenatide is a medicine for diabetes. When these two drugs are taken together, sevoflurane can make exenatide less effective. This means that your blood sugar may go up. The exact reason for this interaction is unknown."
DDInter168,Beclomethasone dipropionate,DDInter540,Diclofenamide,Moderate,"Moderate: When beclomethasone dipropionate is taken together with diclofenamide, there may be a moderate increase in the side effects of beclomethasone dipropionate."
DDInter459,Cyproheptadine,DDInter1521,Primidone,Moderate,"Moderate: When cyproheptadine is taken together with primidone, there is an increased risk of drowsiness. This interaction is moderate. It is not clear how this interaction happens."
DDInter43,Alfentanil,DDInter1427,Pentoxyverine,Moderate,"Moderate: When alfentanil is taken together with pentoxyverine, the amount of alfentanil in the blood may increase. This can lead to more side effects such as drowsiness, nausea, vomiting, and constipation. The exact mechanism of this interaction is unknown."
DDInter271,Calcium carbonate,DDInter163,Baloxavir marboxil,Moderate,"Moderate: When taking calcium carbonate together with baloxavir marboxil, there may be a moderate effect on how well baloxavir marboxil works in your body. This is because calcium carbonate can increase the amount of baloxavir marboxil eliminated in your urine."
DDInter336,Celecoxib,DDInter573,Dipyridamole,Moderate,"Moderate: When celecoxib is taken together with dipyridamole, there is an increased chance of bleeding. This is because celecoxib can increase the effects of dipyridamole on blood clotting."
DDInter281,Canakinumab,DDInter1926,Venetoclax,Moderate,"Moderate: When canakinumab is used together with venetoclax, there may be a moderate increase in side effects. This interaction has been observed but not well studied."
DDInter1946,Voriconazole,DDInter1346,Orciprenaline,Moderate,"Moderate: When voriconazole is taken together with orciprenaline, there is an increased risk of side effects such as headache, dizziness, nausea, vomiting, and diarrhea. The exact mechanism of this interaction is unknown."
DDInter1770,Terfenadine,DDInter1027,Lasmiditan,Moderate,"Moderate: When terfenadine is taken together with lasmiditan, there may be an increased risk of QT interval prolongation. This means that the electrical activity of the heart takes longer to complete each cycle. It is important to note that this interaction has been observed in studies but has not yet been confirmed by other methods."
DDInter1358,Oxaprozin,DDInter286,Caplacizumab,Moderate,"Moderate: When oxaprozin is taken together with caplacizumab, there may be an increased risk of bleeding. This is because oxaprozin can increase the effects of caplacizumab, which lowers blood clotting. It is important to follow your doctor’s recommendations for taking these medications together."
DDInter1677,Sipuleucel-T,DDInter1806,Tildrakizumab,Moderate,Moderate: The combination of sipuleucel-T and tildrakizumab may cause moderate side effects. It is not clear how these drugs interact.
DDInter1866,Trifluoperazine,DDInter1070,Linagliptin,Moderate,"Moderate: When trifluoperazine is taken together with linagliptin, there is a moderate increase in the level of trifluoperazine in the blood. This may lead to an increased risk of side effects such as drowsiness, anxiety, tremors, muscle spasms, and seizures."
DDInter927,Inotuzumab ozogamicin,DDInter1036,Lenvatinib,Moderate,"Moderate: When inotuzumab ozogamicin and lenvatinib are given together, there may be a moderate increase in side effects. This interaction has been observed in studies but the exact cause is unknown."
DDInter1734,Tacrine,DDInter1055,Levofloxacin,Moderate,"Moderate: When tacrine is taken together with levofloxacin, there is a moderate increase in the side effect of nausea and vomiting. The exact mechanism for this interaction is unknown."
DDInter1200,Metoprolol,DDInter594,Doxepin (topical),Moderate,"Moderate: When metoprolol is used together with doxepin, there may be an increased risk of drowsiness. This interaction is moderate. It is recommended to avoid driving or operating machinery after taking these drugs together."
DDInter1761,Temazepam,DDInter535,Diazoxide,Moderate,Moderate: Taking diazoxide while taking temazepam can increase the sedating effects of temazepam. This may cause more drowsiness and sleepiness. It is not clear how this interaction works.
DDInter831,Glyburide,DDInter1799,"Thyroid, porcine",Moderate,"Moderate: When glyburide is taken together with thyroid hormone, there may be a moderate increase in the effects of thyroid hormone. This means that thyroid hormone may have more effect on your body than usual."
DDInter1335,Omacetaxine mepesuccinate,DDInter441,Copanlisib,Moderate,"Moderate: When omacetaxine mepesuccinate is taken together with copanlisib, there may be an increased risk of side effects. The exact mechanism for this interaction is unknown."
DDInter1018,Lactulose,DDInter1513,Prednisolone,Moderate,"Moderate: When lactulose is taken together with prednisolone, there is an increased risk of having side effects from prednisolone. This is because lactulose can increase the level of prednisolone in the body."
DDInter33,Aflibercept,DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,Moderate,Moderate: There is a moderate drug interaction between aflibercept and the Pfizer-BioNTech Covid-19 vaccine. This means that the vaccination may produce less protection against Covid-19 than expected. The reason for this interaction is not clear.
DDInter1729,Sulindac,DDInter1665,Sibutramine,Moderate,"Moderate: When sulindac is taken together with sibutramine, there is an increased risk of cardiovascular events such as heart attack or stroke. The exact mechanism for this interaction is unknown."
DDInter1364,Oxybuprocaine (ophthalmic),DDInter1051,Levobupivacaine,Moderate,"Moderate: When oxybuprocaine eye drops are used together with levobupivacaine, there may be a moderate increase in heart rate. This interaction is likely to occur because both drugs are local anesthetics."
DDInter847,Guanfacine,DDInter1155,Mepyramine,Moderate,"Moderate: When guanfacine and mepyramine are taken together, they can increase each other’s effects. This means that you may feel more of the effects of either drug than you would if you took only one of them alone. The good news is that this interaction is unlikely to cause any serious problems."
DDInter1380,Palifermin,DDInter456,Cyclophosphamide,Moderate,"Moderate: When palifermin and cyclophosphamide are taken together, they can interact in a moderate way. This means that the drugs may affect each other, but this does not usually cause any problems. However, there is some concern that these drugs might decrease the effectiveness of each other. Therefore, it is recommended to take palifermin at least 1 hour before cyclophosphamide."
DDInter1331,Olodaterol,DDInter822,Glasdegib,Moderate,"Moderate: When olodaterol and glasdegib are taken together, there may be a moderate increase in the side effect of nausea and vomiting. This interaction has been observed in studies but the exact cause is unknown."
DDInter121,Artemether,DDInter233,Brigatinib,Moderate,Moderate: Brigatinib decreases the levels of artemether in your body. This may decrease the effectiveness of artemether.
DDInter596,Doxorubicin,DDInter666,Eribulin,Moderate,"Moderate: When doxorubicin and eribulin are given together, they may increase each other’s side effects on the heart. This has been observed but not well studied."
DDInter1230,Mirtazapine,DDInter1615,Rolapitant,Moderate,"Moderate: When rolapitant is taken together with mirtazapine, it may increase side effects such as drowsiness, dry mouth, and constipation. The exact reason for this interaction is unknown."
DDInter856,Heparin,DDInter1339,Omega-3 fatty acids,Moderate,"Moderate: When omega-3 fatty acids are taken together with heparin, they may decrease the blood thinning effect of heparin. This can increase the risk of blood clots."
DDInter770,Fluvoxamine,DDInter448,Crizotinib,Moderate,Moderate: Fluvoxamine is an antidepressant. Crizotinib is used to treat certain types of cancer. Taking these drugs together may increase the risk of side effects. It is not clear how this happens.
DDInter4,Abarelix,DDInter504,Desipramine,Moderate,"Moderate: When abarelix is taken together with desipramine, there may be a moderate increase in side effects such as dizziness, drowsiness, fatigue, headache, and nausea. The exact mechanism of this interaction is unknown."
DDInter933,Insulin glulisine,DDInter1935,Vilazodone,Moderate,"Moderate: When insulin glulisine is taken together with vilazodone, there may be a moderate increase in the level of insulin glulisine in your body. This may lead to low blood sugar levels."
DDInter68,Amiloride,DDInter1488,Polyethylene glycol (3350),Moderate,Moderate: Amiloride is used to treat hypertension and heart failure. Polyethylene glycol is used as a laxative. Taking amiloride with polyethylene glycol may increase the risk of diarrhea.
DDInter81,Amobarbital,DDInter822,Glasdegib,Moderate,"Moderate: When amobarbital is taken together with glasdegib, there is a moderate increase in the level of amobarbital in the blood. This may lead to an increased risk of side effects from amobarbital."
DDInter351,Chloramphenicol,DDInter1256,Nafcillin,Moderate,"Moderate: When chloramphenicol is given together with nafcillin, nafcillin may be less effective. This is because chloramphenicol can make nafcillin pass through the body more quickly."
DDInter839,Goserelin,DDInter655,Epirubicin,Moderate,"Moderate: When goserelin is given together with epirubicin, there may be a moderate increase in side effects. This has been observed but not well studied."
DDInter1548,Pyridostigmine,DDInter834,Glycopyrronium,Moderate,"Moderate: When pyridostigmine and glycopyrronium are taken together, they may decrease each other’s effectiveness. This interaction is moderate. It is not clear how this interaction happens."
DDInter928,Insulin aspart (aspart protamine),DDInter51,Alogliptin,Moderate,"Moderate: When insulin aspart is taken together with alogliptin, there may be a moderate increase in the blood sugar lowering effect of insulin aspart."
DDInter351,Chloramphenicol,DDInter480,Darifenacin,Moderate,"Moderate: When chloramphenicol is used together with darifenacin, there may be an increased risk of dry mouth. This interaction has been observed but not well studied. It is not clear whether this interaction is caused by the drugs themselves or by other factors."
DDInter1543,Protriptyline,DDInter1036,Lenvatinib,Moderate,"Moderate: When protriptyline is taken together with lenvatinib, there is a moderate risk of increased side effects. This interaction may be caused by an increase in the concentration of protriptyline in the blood."
DDInter1404,Pegaspargase,DDInter1143,Meloxicam,Moderate,"Moderate: When pegaspargase is taken along with meloxicam, there is an increased chance of bleeding. This may be due to the fact that pegaspargase can increase the effects of meloxicam."
DDInter1375,Oxytocin,DDInter1533,Promethazine,Moderate,"Moderate: When oxytocin is taken together with promethazine, there is a moderate increase in the effect of oxytocin. The exact mechanism for this interaction is unknown."
DDInter243,Bromocriptine,DDInter1344,Opium,Moderate,"Moderate: When bromocriptine is taken along with opium, there is an increased risk of constipation. This interaction is moderate in severity. The exact mechanism for this interaction is not clear."
DDInter1632,Salbutamol,DDInter1115,Magnesium citrate,Moderate,"Moderate: When salbutamol is taken together with magnesium citrate, the amount of salbutamol in your body may be reduced. This can make your asthma symptoms worse."
DDInter942,"Interferon alfa-2a, Recombinant",DDInter969,Ipilimumab,Moderate,"Moderate: When interferon alfa-2a and ipilimumab are given together, they may increase the risk of skin reactions."
DDInter1161,Metamfetamine,DDInter1498,Potassium citrate,Moderate,"Moderate: When metamfetamine is taken together with potassium citrate, there may be an increased risk of irregular heartbeat. This interaction has been observed but not well studied."
DDInter652,Epinephrine,DDInter1168,Methdilazine,Moderate,"Moderate: When epinephrine is taken together with methdilazine, there is an increased risk of high blood pressure. This interaction is moderate. The exact mechanism for this interaction is not clear."
DDInter348,Chenodeoxycholic acid,DDInter1112,Magaldrate,Moderate,"Moderate: When magaldrate is taken together with chenodeoxycholic acid, there may be an increase in the side effect of diarrhea. This interaction has been observed but has not been well studied."
DDInter88,Amphotericin B (liposomal),DDInter706,Exenatide,Moderate,"Moderate: When amphotericin B (liposomal) is given together with exenatide, there may be a moderate increase in the risk of hypoglycemia (low blood sugar). This interaction has been observed in studies. The exact mechanism for this interaction is unknown."
DDInter1939,Vinorelbine,DDInter107,Apalutamide,Moderate,"Moderate: When vinorelbine is taken together with apalutamide, there may be a moderate increase in side effects. This interaction has been observed in studies but the exact cause is unknown."
DDInter944,Interferon alfa-n1,DDInter1642,Sargramostim,Moderate,"Moderate: When you take interferon alfa-n1 and sargramostim together, they may interact in a moderate way. This means that sargramostim may increase the side effects of interferon alfa-n1. The exact details of this interaction are not clear."
DDInter4,Abarelix,DDInter1083,Lofexidine,Moderate,"Moderate: When taking lofexidine together with abarelix, there may be an increased risk of low blood pressure. This is because lofexidine can increase the effects of abarelix on lowering blood pressure. It is important to monitor your blood pressure when taking these drugs together."
DDInter288,Capreomycin,DDInter164,Balsalazide,Moderate,"Moderate: When balsalazide is taken along with capreomycin, there is an increased chance of stomach pain and diarrhea. The exact reason for this interaction is unknown."
DDInter1886,Trospium,DDInter1462,Physostigmine,Moderate,"Moderate: When taking both trospium and physostigmine together, there may be a moderate increase in the side effect of dry mouth. This is because physostigmine can reduce the amount of trospium that your body absorbs."
DDInter1758,Telithromycin,DDInter1377,Paclitaxel,Moderate,"Moderate: When telithromycin is taken together with paclitaxel, there is a moderate increase in the risk of side effects. The exact mechanism for this interaction is unknown."
DDInter534,Diazepam,DDInter92,Amyl Nitrite,Moderate,Moderate: Taking diazepam together with amyl nitrite can cause moderate effects. It may increase the risk of drowsiness.
DDInter1835,Topotecan,DDInter927,Inotuzumab ozogamicin,Moderate,"Moderate: When topotecan and inotuzumab are given together, there may be a moderate increase in side effects such as nausea, vomiting, diarrhea, and myelosuppression. The exact cause of this interaction is unknown."
DDInter6,Abciximab,DDInter1935,Vilazodone,Moderate,"Moderate: When vilazodone is taken along with abciximab, there is an increased risk of bleeding. This interaction is moderate. It is thought to be due to the effect of vilazodone on platelets. Platelets are blood cells that help stop bleeding. Abciximab can cause bleeding by affecting platelets. Vilazodone may increase this effect."
DDInter1875,Trimetrexate,DDInter1614,Roflumilast,Moderate,"Moderate: When trimetrexate is taken together with roflumilast, there may be an increase in side effects such as nausea, vomiting, diarrhea, abdominal pain, and loss of appetite. The exact mechanism for this interaction is unknown."
DDInter1309,Nizatidine,DDInter831,Glyburide,Moderate,"Moderate: When nizatidine and glyburide are taken together, they may increase the risk of hypoglycemia (low blood sugar). This is because nizatidine can increase the effects of glyburide. It is important to monitor blood sugar levels closely when taking these drugs together."
DDInter597,Doxorubicin (liposomal),DDInter1081,Lithium carbonate,Moderate,"Moderate: When lithium is taken together with doxorubicin, there may be an increased risk of side effects such as nausea, vomiting, diarrhea, and abdominal pain. The exact mechanism for this interaction is unknown."
DDInter40,Alefacept,DDInter875,Human papillomavirus type 11 L1 capsid protein antigen,Moderate,"Moderate: When alefacept is given together with human papillomavirus type 11 L1 capsid protein antigen, there may be an increased risk of skin cancer."
DDInter1253,Nabilone,DDInter690,Ethanol,Moderate,"Moderate: Drinking alcohol while taking nabilone can increase the effects of nabilone on the brain. This may cause drowsiness, dizziness, or difficulty concentrating. It is recommended to avoid drinking alcohol while taking nabilone."
DDInter1543,Protriptyline,DDInter1632,Salbutamol,Moderate,"Moderate: When protriptyline is taken together with salbutamol, there may be an increased risk of side effects such as dry mouth, constipation, urinary retention, blurred vision, and palpitations. The exact mechanism for this interaction is unknown."
DDInter1217,Miglitol,DDInter987,Isoprenaline,Moderate,"Moderate: When miglitol is taken together with isoprenaline, the dose of isoprenaline may need to be adjusted because miglitol can increase the effect of isoprenaline. The exact amount of adjustment depends on the specific drugs used and how much they were given. This interaction has been observed in some patients but not others, so it is important to monitor for signs of overdose when taking these medications together."
DDInter1458,Phenylpropanolamine,DDInter1159,Mesoridazine,Moderate,"Moderate: When phenylpropanolamine is taken along with mesoridazine, there is an increased risk of high blood pressure. This interaction is moderate. The exact mechanism for this interaction is unknown."
DDInter1699,Somatotropin,DDInter1104,Lurasidone,Moderate,"Moderate: When somatotropin is taken together with lurasidone, there may be an increase in the side effects of somatotropin. This interaction has been observed but has not been well studied. It is not clear whether this interaction is caused by the drugs themselves or by other factors."
DDInter747,Fludrocortisone,DDInter1890,Tubocurarine,Moderate,Moderate: Fludrocortisone is a steroid hormone used to treat Addison’s disease. It can be taken by mouth or as a skin patch. Tubocurarine is a muscle relaxant used for anesthesia and to treat myasthenia gravis. Taking tubocurarine with fludrocortisone may increase the risk of low blood pressure. This interaction has been observed in some patients but not in others. The exact cause of this interaction is unknown.
DDInter228,Brentuximab vedotin,DDInter1017,Lactobacillus acidophilus,Moderate,"Moderate: Brentuximab vedotin can be taken together with lactobacillus acidophilus without any problems. However, there may be a moderate increase in side effects when brentuximab vedotin is taken together with lactobacillus acidophilus."
DDInter839,Goserelin,DDInter31,Adenosine,Moderate,"Moderate: When goserelin is taken together with adenosine, there may be an increased risk of side effects such as flushing, headache, dizziness, nausea, vomiting, and fainting. The exact mechanism for this interaction is unknown."
DDInter1351,Osilodrostat,DDInter1698,Somapacitan,Moderate,"Moderate: When osilodrostat is taken together with somapacitan, there may be a moderate increase in blood sugar levels. This is because osilodrostat can reduce the effects of somapacitan on lowering blood sugar levels."
DDInter343,Cetirizine,DDInter1624,Rotigotine,Moderate,"Moderate: When taking both cetirizine and rotigotine together, there may be an increase in side effects such as drowsiness, dry mouth, and constipation. The exact cause of this interaction is unknown."
DDInter760,Fluphenazine,DDInter445,Corticotropin,Moderate,"Moderate: When fluphenazine is taken together with corticotropin, the amount of fluphenazine in the blood may be increased. This can lead to stronger side effects."
DDInter448,Crizotinib,DDInter1698,Somapacitan,Moderate,"Moderate: When crizotinib is taken together with somapacitan, there may be a moderate increase in the risk of side effects. This interaction has been observed in studies but the exact cause is unknown."
DDInter810,Gefitinib,DDInter112,Aprepitant,Moderate,"Moderate: When taking gefitinib together with aprepitant, there is a moderate risk of increasing side effects. This may be due to aprepitant reducing the amount of gefitinib in your body."
DDInter459,Cyproheptadine,DDInter1253,Nabilone,Moderate,"Moderate: When cyproheptadine is taken together with nabilone, there is an increased risk of drowsiness. This interaction is moderate. It is not clear how this interaction happens."
DDInter387,Cisplatin,DDInter500,Denosumab,Moderate,"Moderate: When cisplatin and denosumab are given together, they may decrease each other’s effect. This interaction has been observed but not well studied. It is not clear how this happens."
DDInter1951,Warfarin,DDInter1750,Tazemetostat,Moderate,"Moderate: When warfarin is taken together with tazemetostat, the dose of warfarin may need to be adjusted because there is a moderate drug interaction between these drugs. This means that taking both drugs together can change how well warfarin works in your body."
DDInter990,Isosorbide mononitrate,DDInter1155,Mepyramine,Moderate,"Moderate: When mepyramine is taken along with isosorbide mononitrate, there may be a moderate increase in the heart rate. This is because isosorbide mononitrate can increase the levels of mepyramine in the blood."
DDInter1677,Sipuleucel-T,DDInter1652,Secukinumab,Moderate,"Moderate: When taking sipuleucel-T and secukinumab together, there may be a moderate increase in side effects. This is because sipuleucel-T can cause an immune response to certain cells, which can also be caused by some other drugs like secukinumab. It is not clear how much of an increased risk of side effects will happen when these two drugs are taken together."
DDInter932,Insulin glargine,DDInter1431,Perindopril,Moderate,"Moderate: When insulin glargine is used together with perindopril, there may be a moderate increase in the level of insulin glargine in your body. This means that you may need less insulin glargine to control your blood sugar levels. However, this interaction is not well understood."
DDInter1398,Pasireotide,DDInter1063,Levosalbutamol,Moderate,"Moderate: When pasireotide is taken together with levosalbutamol, there may be a moderate increase in heart rate. This interaction is likely to occur because levosalbutamol increases heart rate and pasireotide can also increase heart rate. The exact mechanism of this interaction is not clear."
DDInter1791,Theophylline,DDInter915,Indacaterol,Moderate,"Moderate: When indacaterol is taken together with theophylline, theophylline levels may increase in the blood. This can lead to increased side effects of theophylline. It is not clear how this interaction happens."
DDInter1642,Sargramostim,DDInter1797,Thiotepa,Moderate,"Moderate: When sargramostim is given together with thiotepa, there is an increased chance of side effects such as nausea, vomiting, diarrhea, and fever. The exact reason for this interaction is unknown."
DDInter1610,Rivastigmine,DDInter1616,Romidepsin,Moderate,"Moderate: When rivastigmine is given together with romidepsin, there may be a moderate increase in side effects. This interaction has been observed in studies done in animals and in people. The exact way this happens is not clear."
DDInter1945,Vorapaxar,DDInter3,Abametapir (topical),Moderate,"Moderate: When vorapaxar is used together with abametapir, there may be an increased risk of skin irritation and rash. This interaction has been observed in animal studies but not in humans. It is not clear how this interaction works."
DDInter281,Canakinumab,DDInter1486,Poliovirus type 1 antigen (formaldehyde inactivated),Moderate,"Moderate: When canakinumab is given together with poliovirus vaccine, there may be a moderate decrease in how well the poliovirus vaccine works. This is because canakinumab could affect how the body’s immune system responds to the poliovirus vaccine."
DDInter1182,Methyl aminolevulinate (topical),DDInter1925,Vemurafenib,Moderate,"Moderate: When vemurafenib is used together with methyl aminolevulinate, there may be a moderate increase in the risk of skin reactions. This interaction has been observed in studies but the exact cause is unknown."
DDInter1523,Probucol,DDInter822,Glasdegib,Moderate,"Moderate: When probucol is given together with glasdegib, there may be a moderate increase in the side effects of probucol. The exact mechanism for this interaction is unknown."
DDInter1346,Orciprenaline,DDInter1523,Probucol,Moderate,"Moderate: When probucol is taken together with orciprenaline, there is an increased risk of side effects such as palpitations, chest pain, and arrhythmia. The exact mechanism for this interaction is unknown."
DDInter1763,Temsirolimus,DDInter259,Cabazitaxel,Moderate,"Moderate: When temsirolimus is given together with cabazitaxel, there may be a moderate increase in side effects. This interaction has been observed but has not been studied in detail."
DDInter792,Gadobenic acid,DDInter1048,Levobetaxolol (ophthalmic),Moderate,"Moderate: When gadobenic acid is given together with levobetaxolol eye drops, the amount of levobetaxolol in the blood may increase. This can lead to an increased risk of side effects."
DDInter1609,Rivaroxaban,DDInter342,Certolizumab pegol,Moderate,"Moderate: When rivaroxaban is taken together with certolizumab pegol, there may be an increased risk of bleeding. This is because rivaroxaban is an anticoagulant (blood thinner) and certolizumab pegol can increase the body’s response to inflammation. The interaction between these two drugs has been observed in animal studies but not in humans."
DDInter92,Amyl Nitrite,DDInter1344,Opium,Moderate,"Moderate: Taking amyl nitrite together with opium can cause moderate effects such as increased heart rate, decreased blood pressure, and decreased breathing. The exact mechanism of this interaction is unknown."
DDInter1355,Oxaliplatin,DDInter139,Auranofin,Moderate,"Moderate: When oxaliplatin and auranofin are taken together, they can interact in a moderate way. This means that the drugs may affect each other, but this does not necessarily cause problems. However, there is some concern that taking these two drugs together may increase your chances of experiencing nausea and vomiting."
DDInter191,Benzylpenicillin (sodium),DDInter1464,Picosulfuric acid,Moderate,"Moderate: When benzylpenicillin sodium is taken together with picosulfuric acid, the amount of benzylpenicillin sodium in the blood may decrease. This interaction is moderate."
DDInter657,Epoprostenol,DDInter1572,Rasagiline,Moderate,"Moderate: When epoprostenol and rasagiline are taken together, there may be a moderate increase in side effects such as headache, nausea, vomiting, diarrhea, abdominal pain, dizziness, and somnolence. The exact mechanism of this interaction is unknown."
DDInter864,Histrelin,DDInter832,Glycerin,Moderate,"Moderate: When histrelin is taken along with glycerin, there may be a moderate increase in the side effect of nausea and vomiting. The exact mechanism for this interaction is unknown."
DDInter197,Betaxolol,DDInter795,Gadofosveset trisodium,Moderate,Moderate: Betaxolol is used to treat high blood pressure and certain types of irregular heartbeats. Gadofosveset trisodium is used as a radiocontrast agent for magnetic resonance imaging of the brain. Taking betaxolol together with gadofosveset trisodium can increase the risk of allergic reactions.
DDInter1493,Porfimer sodium,DDInter1568,Ranitidine,Moderate,"Moderate: When ranitidine is taken together with porfimer sodium, there may be an increase in the side effect of headache. This interaction has been observed but not well studied. It is not clear whether this interaction is caused by the drugs themselves or by other factors."
DDInter94,Anakinra,DDInter171,Belantamab mafodotin,Moderate,"Moderate: When anakinra is given together with belantamab mafodotin, the body may have too little of a certain type of white blood cell. This can increase the chance of infection."
DDInter810,Gefitinib,DDInter561,Diltiazem,Moderate,"Moderate: When taking gefitinib together with diltiazem, there is a moderate risk of increased side effects such as nausea, vomiting, diarrhea, abdominal pain, and rash. The exact mechanism for this interaction is unknown."
DDInter381,Cinacalcet,DDInter1711,Stiripentol,Moderate,"Moderate: When taking cinacalcet together with stiripentol, there may be an increase in side effects. This interaction has been observed but not well studied."
DDInter1881,Troglitazone,DDInter1741,Tagraxofusp,Moderate,Moderate: Troglitazone can increase levels of liver enzymes when taken together with tagraxofusp. This may be a moderate drug interaction. Liver enzyme levels should be monitored closely while taking these drugs together.
DDInter1187,Methylergometrine,DDInter1327,Olaparib,Moderate,"Moderate: When methylergometrine is taken together with olaparib, there is a moderate increase in the risk of side effects. The exact mechanism for this interaction is unknown."
DDInter395,Clemastine,DDInter1532,Promazine,Moderate,"Moderate: When clemastine and promazine are taken together, they can increase each other’s effects on the brain. This may cause increased drowsiness and dizziness."
DDInter1279,Neostigmine,DDInter1487,Polyethylene glycol (3350 with electrolytes),Moderate,"Moderate: When neostigmine is taken with polyethylene glycol (PEG), it may increase the effect of neostigmine. PEG can also reduce the amount of neostigmine eliminated from the body by the kidneys. This may cause neostigmine to build up in the body and cause more side effects."
DDInter1429,Perflutren,DDInter1769,Terbutaline,Moderate,"Moderate: When perflutren is used together with terbutaline, there may be a moderate increase in heart rate. This interaction has been observed but not well studied. The exact cause of this interaction is unknown."
DDInter246,Budesonide,DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate,"Moderate: When budesonide is taken along with clostridium tetani toxoid antigen, there may be an increased risk of side effects. This interaction has been observed but not well studied."
DDInter667,Erlotinib,DDInter1578,Remdesivir,Moderate,"Moderate: When erlotinib is taken together with remdesivir, there may be an increase in side effects. This interaction has been observed but has not been well studied. It is possible that taking these drugs together increases the risk of liver damage."
DDInter90,Amprenavir,DDInter1348,Orlistat,Moderate,"Moderate: When amprenavir is taken together with orlistat, there may be a moderate increase in the side effect of diarrhea. This interaction is likely to occur because amprenavir can increase the level of orlistat in the blood."
DDInter252,Bupropion,DDInter1094,Lorlatinib,Moderate,"Moderate: Bupropion can be taken together with lorlatinib without causing problems. However, there may be some side effects such as nausea, vomiting, diarrhea, headache, dizziness, dry mouth, and insomnia. These side effects are usually mild and go away after a few days."
DDInter948,Interferon beta-1b,DDInter1266,Naproxen,Moderate,"Moderate: Interferon beta-1b can increase the risk of bleeding when taken together with naproxen. This is because interferon beta-1b may decrease platelet levels in the blood. Platelets are small blood cells that help stop bleeding. Naproxen also decreases platelet levels. Therefore, taking both drugs together increases the chance of bleeding."
DDInter412,Clonidine,DDInter931,Insulin detemir,Moderate,"Moderate: When clonidine is used together with insulin detemir, there may be a moderate increase in the effects of clonidine. This means that you might feel sleepier than usual."
DDInter1594,Rilonacept,DDInter142,Avapritinib,Moderate,"Moderate: When rilonacept is taken together with avapritinib, there is an increased risk of side effects such as diarrhea, nausea, vomiting, abdominal pain, and fever. The exact mechanism for this interaction is unknown."
DDInter947,Interferon beta-1a,DDInter1285,Nevirapine,Moderate,Moderate: Interferon beta-1a can increase the levels of nevirapine in your body. This may make nevirapine more effective but also increase its side effects.
DDInter1853,Tretinoin,DDInter1215,Mifepristone,Moderate,"Moderate: When tretinoin is taken together with mifepristone, there may be an increase in the side effects of tretinoin. The exact mechanism for this interaction is unknown."
DDInter440,Conjugated estrogens (topical),DDInter513,Dexamethasone,Moderate,"Moderate: When conjugated estrogen cream is used together with dexamethasone ointment, there may be an increased chance of skin irritation and thinning."
DDInter127,Asparaginase Escherichia coli,DDInter576,Disulfiram,Moderate,"Moderate: When disulfiram is taken together with asparaginase, it can cause an allergic reaction. This is because asparaginase can increase the level of disulfiram in the body."
DDInter557,Dihydroergotamine,DDInter1925,Vemurafenib,Moderate,Moderate: Vemurafenib can increase the levels of dihydroergotamine in your body. This may cause some side effects. It is not clear how this interaction works.
DDInter883,Hydrochlorothiazide,DDInter960,Iohexol,Moderate,"Moderate: When hydrochlorothiazide is taken along with iohexol, there is an increased risk of side effects such as hypersensitivity reactions. These include rash, swelling, and difficulty breathing. The exact mechanism for this interaction is unknown."
DDInter405,Clofarabine,DDInter204,Bicalutamide,Moderate,"Moderate: When taking both drugs together, there may be a moderate increase in side effects on your liver. This has been observed in studies but the exact cause is unknown."
DDInter365,Chlorthalidone,DDInter279,Calcium Phosphate,Moderate,"Moderate: When calcium phosphate is taken along with chlorthalidone, there may be a moderate increase in the level of calcium in your blood. This can cause problems such as kidney stones, bone pain, or calcification of the heart."
DDInter1082,Lixisenatide,DDInter930,Insulin degludec,Moderate,"Moderate: When insulin degludec and lixisenatide are taken together, they may increase each other’s effects. This can lead to low blood sugar levels."
DDInter350,Chlorambucil,DDInter485,Daunorubicin,Moderate,"Moderate: When chlorambucil and daunorubicin are given together, they may increase each other’s side effects on the blood, stomach, lungs, liver, kidneys, or central nervous system."
DDInter14,Acetaminophen,DDInter1626,Rucaparib,Moderate,"Moderate: When acetaminophen is taken together with rucaparib, there may be a moderate increase in side effects. This interaction has been observed in studies but the exact cause is unknown."
DDInter1230,Mirtazapine,DDInter1055,Levofloxacin,Moderate,"Moderate: When mirtazapine is taken together with levofloxacin, there is an increased risk of side effects such as nausea, vomiting, diarrhea, abdominal pain, and fever. The exact mechanism for this interaction is unknown."
DDInter1935,Vilazodone,DDInter1656,Selexipag,Moderate,"Moderate: When vilazodone is taken together with selexipag, there is an increased risk of headache. This interaction is moderate. It is not clear how this interaction happens."
DDInter1579,Remifentanil,DDInter1180,Methscopolamine,Moderate,Moderate: Remifentanil is a pain medication used during surgery. Methocarbamol is a muscle relaxant used to prevent shivering during anesthesia. Taking these drugs together may cause excessive sedation.
